opinions,id,text,model_pred
"[{'sentiment': 'Negative', 'aspect': 'price'}]",2047, However you're unlikely to find anything decent and cheap in LOCATION1  LOCATION1,[{'aspect': 'price'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",380, I Live in LOCATION1 which is close to the center of town and is very nice in my opinion LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'transit-location'}]",380, I Live in LOCATION1 which is close to the center of town and is very nice in my opinion LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'nightlife'}]",2888, I also like LOCATION1 and LOCATION2 for going out LOCATION1,[{'aspect': 'nightlife'}]
"[{'sentiment': 'Positive', 'aspect': 'nightlife'}]",2888, I also like LOCATION1 and LOCATION2 for going out LOCATION2,[{'aspect': 'nightlife'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",135," I can't understand the thumbs down for LOCATION1, that area is having lots of money thrown at it right now LOCATION1",[{'aspect': 'general'}]
"[{'sentiment': 'Negative', 'aspect': 'live'}]",1551," I currently live in a very street, depressing, hood area of LOCATION1 LOCATION1",[{'aspect': 'general'}]
"[{'sentiment': 'Negative', 'aspect': 'general'}]",1551," I currently live in a very street, depressing, hood area of LOCATION1 LOCATION1",[{'aspect': 'general'}]
"[{'sentiment': 'Negative', 'aspect': 'price'}]",1310, I do love LOCATION1 but unfortunately due to the increase in rent I will moving further out LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",1310, I do love LOCATION1 but unfortunately due to the increase in rent I will moving further out LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",1323, I don't know LOCATION2 but LOCATION1 is one of the nicest areas of London LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'safety'}]",755, I feel safer in LOCATION1 than I do in LOCATION2 LOCATION1,[{'aspect': 'safety'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",2724, I feel that the LOCATION1  area is pretty safe  I have lived in E9 LOCATION2 and loved it  LOCATION2,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'safety'}]",2724, I feel that the LOCATION1  area is pretty safe  I have lived in E9 LOCATION2 and loved it  LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'safety'}]",2934, I got my flat broken into in LOCATION1 but never in LOCATION2 area LOCATION2,[{'aspect': 'safety'}]
"[{'sentiment': 'Negative', 'aspect': 'safety'}]",2934, I got my flat broken into in LOCATION1 but never in LOCATION2 area LOCATION1,[{'aspect': 'safety'}]
"[{'sentiment': 'Negative', 'aspect': 'safety'}]",1785, I have heard from some friends that LOCATION1 and places nearby are quite dangerous to live in due to the high criminal cases LOCATION1,[{'aspect': 'safety'}]
"[{'sentiment': 'Positive', 'aspect': 'safety'}]",1248, I have lived in LOCATION1 for 25 years and it's now one the most safest places to live LOCATION1,[{'aspect': 'safety'}]
"[{'sentiment': 'Positive', 'aspect': 'safety'}]",231, I have personally had no major problems while in LOCATION1 LOCATION1,[{'aspect': 'safety'}]
"[{'sentiment': 'Negative', 'aspect': 'safety'}]",351, I just know that I definitely don't want to live in LOCATION1 as it's the most dangerous   LOCATION1,[{'aspect': 'live'}]
"[{'sentiment': 'Negative', 'aspect': 'live'}]",351, I just know that I definitely don't want to live in LOCATION1 as it's the most dangerous   LOCATION1,[{'aspect': 'live'}]
"[{'sentiment': 'Negative', 'aspect': 'live'}]",1661," I know LOCATION1 well, I'm afraid I wouldn't choose to live there either  LOCATION1",[{'aspect': 'live'}]
"[{'sentiment': 'Negative', 'aspect': 'safety'}]",1666, I live in LOCATION1 and can't even walk across the road to the shop without feeling overly warey   LOCATION1,[{'aspect': 'safety'}]
"[{'sentiment': 'Positive', 'aspect': 'safety'}]",1388, I live in LOCATION1 but I've been here seven years and never had a minute's trouble LOCATION1,[{'aspect': 'safety'}]
"[{'sentiment': 'Negative', 'aspect': 'live'}]",1348, I live in LOCATION1 which is quite boring  LOCATION1,[{'aspect': 'live'}]
"[{'sentiment': 'Negative', 'aspect': 'general'}]",2612, I live in LOCATION2  and I love it LOCATION1 just stay away from LOCATION1 lol LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'live'}]",2612, I live in LOCATION2  and I love it LOCATION1 just stay away from LOCATION1 lol LOCATION2,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",2612, I live in LOCATION2  and I love it LOCATION1 just stay away from LOCATION1 lol LOCATION2,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'live'}]",1701, I live in LOCATION2 but Id rather live in LOCATION1   LOCATION1,[{'aspect': 'live'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",1287, I must say LOCATION1 is one of my favorite places and i'd love to live there LOCATION1,[{'aspect': 'live'}]
"[{'sentiment': 'Positive', 'aspect': 'live'}]",1287, I must say LOCATION1 is one of my favorite places and i'd love to live there LOCATION1,[{'aspect': 'live'}]
"[{'sentiment': 'Negative', 'aspect': 'multicultural'}]",2747, I prefer to live in an area where there are more English people (like where I live now in LOCATION2) or where there are a variety of different cultures (like LOCATION1) LOCATION2,[{'aspect': 'multicultural'}]
"[{'sentiment': 'Positive', 'aspect': 'multicultural'}]",2747, I prefer to live in an area where there are more English people (like where I live now in LOCATION2) or where there are a variety of different cultures (like LOCATION1) LOCATION1,[{'aspect': 'multicultural'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",2720, I recommend LOCATION1 or perhaps LOCATION2 LOCATION2,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",2720, I recommend LOCATION1 or perhaps LOCATION2 LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'live'}]",1324, I spent a semester abroad in LOCATION1 right around the imperial college I would imagine that area would be greatly expensive but it was a great place to live   LOCATION1,[{'aspect': 'live'}]
"[{'sentiment': 'Negative', 'aspect': 'price'}]",1324, I spent a semester abroad in LOCATION1 right around the imperial college I would imagine that area would be greatly expensive but it was a great place to live   LOCATION1,[{'aspect': 'live'}]
"[{'sentiment': 'Negative', 'aspect': 'general'}]",487, I sure as hell wouldn't wanna be stuck in a shithole like bloody LOCATION1 LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",2697," I think LOCATION2 gets a raw deal because it's close to some dodgy areas like LOCATION1,  but actually it's alright, a bit of a hidden gem in fact LOCATION2",[{'aspect': 'general'}]
"[{'sentiment': 'Negative', 'aspect': 'safety'}]",2697," I think LOCATION2 gets a raw deal because it's close to some dodgy areas like LOCATION1,  but actually it's alright, a bit of a hidden gem in fact LOCATION1",[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'safety'}]",2773," I think LOCATION2 is a pretty good place to live and you're unlikely to have any problems I'm living in LOCATION1, yeah it's a safe area,  LOCATION1",[{'aspect': 'safety'}]
"[{'sentiment': 'Positive', 'aspect': 'safety'}]",2773," I think LOCATION2 is a pretty good place to live and you're unlikely to have any problems I'm living in LOCATION1, yeah it's a safe area,  LOCATION2",[{'aspect': 'live'}]
"[{'sentiment': 'Positive', 'aspect': 'live'}]",2773," I think LOCATION2 is a pretty good place to live and you're unlikely to have any problems I'm living in LOCATION1, yeah it's a safe area,  LOCATION2",[{'aspect': 'live'}]
"[{'sentiment': 'Positive', 'aspect': 'transit-location'}]",1288, I think the farthest out in essex to be close to London would be LOCATION1 LOCATION1,[{'aspect': 'transit-location'}]
"[{'sentiment': 'Positive', 'aspect': 'transit-location'}]",1531," I used to live in a rented appartment in LOCATION1 during my ""rocking days"" and links into the centre are fast and frequent by tube ""underground railway"" LOCATION1",[{'aspect': 'transit-location'}]
"[{'sentiment': 'Positive', 'aspect': 'price'}]",2655," I will recommend to you areas like LOCATION1, LOCATION2, they have a high Asian population and it is fairly affordable to live there LOCATION1",[{'aspect': 'multicultural'}]
"[{'sentiment': 'Positive', 'aspect': 'multicultural'}]",2655," I will recommend to you areas like LOCATION1, LOCATION2, they have a high Asian population and it is fairly affordable to live there LOCATION1",[{'aspect': 'multicultural'}]
"[{'sentiment': 'Positive', 'aspect': 'multicultural'}]",2655," I will recommend to you areas like LOCATION1, LOCATION2, they have a high Asian population and it is fairly affordable to live there LOCATION2",[{'aspect': 'multicultural'}]
"[{'sentiment': 'Positive', 'aspect': 'price'}]",2655," I will recommend to you areas like LOCATION1, LOCATION2, they have a high Asian population and it is fairly affordable to live there LOCATION2",[{'aspect': 'multicultural'}]
"[{'sentiment': 'Positive', 'aspect': 'safety'}]",2891," I would hardly call LOCATION1 or LOCATION2 rough  Well, in all honestly there are ""rough"" parts in every area in London LOCATION1",[{'aspect': 'safety'}]
"[{'sentiment': 'Positive', 'aspect': 'safety'}]",2891," I would hardly call LOCATION1 or LOCATION2 rough  Well, in all honestly there are ""rough"" parts in every area in London LOCATION2",[{'aspect': 'safety'}]
"[{'sentiment': 'Negative', 'aspect': 'live'}]",2855, I would never want to live somewhere like LOCATION1 or anywhere in LOCATION2 as I would never get any sleep LOCATION1,[{'aspect': 'quiet'}]
"[{'sentiment': 'Negative', 'aspect': 'quiet'}]",2855, I would never want to live somewhere like LOCATION1 or anywhere in LOCATION2 as I would never get any sleep LOCATION2,[{'aspect': 'quiet'}]
"[{'sentiment': 'Negative', 'aspect': 'quiet'}]",2855, I would never want to live somewhere like LOCATION1 or anywhere in LOCATION2 as I would never get any sleep LOCATION1,[{'aspect': 'quiet'}]
"[{'sentiment': 'Negative', 'aspect': 'live'}]",2855, I would never want to live somewhere like LOCATION1 or anywhere in LOCATION2 as I would never get any sleep LOCATION2,[{'aspect': 'quiet'}]
"[{'sentiment': 'Positive', 'aspect': 'transit-location'}]",617, I would pick LOCATION1 as it is the furthest in the center giving you so much things to do LOCATION1,[{'aspect': 'transit-location'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",768, I would really recommend LOCATION1 LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",2219, I would say LOCATION1 but it may exceed your budget by a little but it is worth the move LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Negative', 'aspect': 'price'}]",2219, I would say LOCATION1 but it may exceed your budget by a little but it is worth the move LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",1757," I would say with the massive increase in supply around the area, and the amount of security they have LOCATION1 is your best bet  Don't waste your money LOCATION1",[{'aspect': 'general'}]
"[{'sentiment': 'Negative', 'aspect': 'general'}]",2726, I would stay away from LOCATION1 and LOCATION2 area's as many parts are very run down and deprived LOCATION2,[{'aspect': 'general'}]
"[{'sentiment': 'Negative', 'aspect': 'general'}]",2726, I would stay away from LOCATION1 and LOCATION2 area's as many parts are very run down and deprived LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",306, I would strongly recommend flats in the LOCATION1 as this area is growing quickly and many of the flats are newly built meaning the design will be quite modern as well   LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",2804," I would suggest SE London, somewhere like LOCATION1 or LOCATION2 but it's been years I've lived in London LOCATION2",[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",2804," I would suggest SE London, somewhere like LOCATION1 or LOCATION2 but it's been years I've lived in London LOCATION1",[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",2999, I would suggest looking at the area around LOCATION2 or LOCATION1 LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",2999, I would suggest looking at the area around LOCATION2 or LOCATION1 LOCATION2,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",1597, I'd recommend LOCATION1 and you could easily connect onto the piccadilly line no problem and its cheaper than most areas in London LOCATION1,[{'aspect': 'price'}]
"[{'sentiment': 'Positive', 'aspect': 'price'}]",1597, I'd recommend LOCATION1 and you could easily connect onto the piccadilly line no problem and its cheaper than most areas in London LOCATION1,[{'aspect': 'price'}]
"[{'sentiment': 'Positive', 'aspect': 'transit-location'}]",1597, I'd recommend LOCATION1 and you could easily connect onto the piccadilly line no problem and its cheaper than most areas in London LOCATION1,[{'aspect': 'price'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",2714, I'd recommend LOCATION2 or LOCATION1 LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",2714, I'd recommend LOCATION2 or LOCATION1 LOCATION2,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'safety'}]",270, I've been LOCATION1 a few times and I've never been bothered LOCATION1,[{'aspect': 'safety'}]
"[{'sentiment': 'Negative', 'aspect': 'general'}]",2644, I've been to LOCATION1 and LOCATION2 which are bleak and unfriendly places in daylight LOCATION2,[{'aspect': 'general'}]
"[{'sentiment': 'Negative', 'aspect': 'general'}]",2644, I've been to LOCATION1 and LOCATION2 which are bleak and unfriendly places in daylight LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'live'}]",744, I've lived in the LOCATION1 for years and I love it - I wouldn't want to live anywhere else LOCATION1,[{'aspect': 'live'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",744, I've lived in the LOCATION1 for years and I love it - I wouldn't want to live anywhere else LOCATION1,[{'aspect': 'live'}]
"[{'sentiment': 'Negative', 'aspect': 'general'}]",2273," I've never been to LOCATION1 - due to its reputation, mostly LOCATION1",[{'aspect': 'general'}]
"[{'sentiment': 'Negative', 'aspect': 'general'}]",1731, I've spent a lot of time in LOCATION1 and can confirm it's generally quite a deprived area and certainly not that safe after dark LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Negative', 'aspect': 'safety'}]",1731, I've spent a lot of time in LOCATION1 and can confirm it's generally quite a deprived area and certainly not that safe after dark LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Negative', 'aspect': 'price'}]",1927, If you have alot of money ie rich you can live in nice LOCATION1 posh  LOCATION1,[{'aspect': 'price'}]
"[{'sentiment': 'Negative', 'aspect': 'price'}]",1602, If you have alot of money ie rich you can live in nice LOCATION1 posh London  LOCATION1,[{'aspect': 'price'}]
"[{'sentiment': 'Positive', 'aspect': 'price'}]",2860," It ranges from exclusive and very expensive around LOCATION2, to down market and more affordable in places like LOCATION1 LOCATION1",[{'aspect': 'price'}]
"[{'sentiment': 'Negative', 'aspect': 'price'}]",2860," It ranges from exclusive and very expensive around LOCATION2, to down market and more affordable in places like LOCATION1 LOCATION2",[{'aspect': 'price'}]
"[{'sentiment': 'Negative', 'aspect': 'general'}]",319," Keep well clear, LOCATION1's the pits  It's fine LOCATION1",[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'safety'}]",2372, LOCATION1  by the way is not a hot bed of crime LOCATION1,[{'aspect': 'safety'}]
"[{'sentiment': 'Positive', 'aspect': 'multicultural'}]",1881, LOCATION1  has a good market and vibrant afro/caribbean community LOCATION1,[{'aspect': 'shopping'}]
